topicID,ROUGE-1-avgP,ROUGE-1-avgR,ROUGE-1-avgF,ROUGE-2-avgP,ROUGE-2-avgR,ROUGE-2-avgF,ROUGE-L-avgP,ROUGE-L-avgR,ROUGE-L-avgF
D1101,0.3369047619047619,0.35051310870883007,0.3435453343015874,0.06129807692307693,0.0638830326081352,0.0625589129637698,0.16904761904761906,0.17615653706265444,0.17251478268692141
D1102,0.241504854368932,0.2506891148458491,0.2459201578058449,0.028186274509803922,0.029145218198433763,0.028647554070352178,0.13228155339805822,0.1370496411054149,0.13457749906811398
D1103,0.2372685185185185,0.2591468222009221,0.2475198371446536,0.02336448598130841,0.02514848012677256,0.024211439539334436,0.12731481481481483,0.13905620227841686,0.13281420940421945
D1104,0.33482142857142855,0.3736275320163069,0.3530635716551008,0.09234234234234233,0.10251067226287848,0.09714339944928033,0.19196428571428573,0.21408680716340198,0.20237022536016225
D1105,0.3048245614035088,0.3407195463739612,0.3216702177927839,0.06637168141592921,0.07473940883239036,0.07028111101546318,0.14583333333333331,0.1633075702315513,0.154030268420922
D1106,0.3612637362637363,0.3299858038534333,0.3448116154731348,0.056944444444444436,0.052370229207444885,0.05454199887144756,0.1717032967032967,0.15701833655051345,0.16398200090380088
D1107,0.3202247191011236,0.2844876443281086,0.30114369532875473,0.04829545454545454,0.04248511904761905,0.04518816584984237,0.17275280898876402,0.15369080442034042,0.1625808127293696
D1108,0.3519021739130435,0.31964143874576173,0.33475928668566945,0.08791208791208792,0.08063288505698364,0.08408764511878682,0.19293478260869562,0.17546818452563995,0.18367342074733736
D1109,0.3086734693877551,0.2996739634082071,0.30407975435738954,0.059278350515463915,0.05784833294802663,0.0585491813455731,0.17346938775510204,0.16866114161282228,0.1710157412716305
D1110,0.3440721649484536,0.3239791834167153,0.33331251668873213,0.09505208333333334,0.08996653517631079,0.09226701727940465,0.17268041237113402,0.16380437856920999,0.167883971984775
D1111,0.4244791666666667,0.40243109757069034,0.4130328023261926,0.12894736842105262,0.12164011965712701,0.1251297520275605,0.22135416666666666,0.20987201779806083,0.2153866165738719
