topicID,ROUGE-1-avgP,ROUGE-1-avgR,ROUGE-1-avgF,ROUGE-2-avgP,ROUGE-2-avgR,ROUGE-2-avgF,ROUGE-L-avgP,ROUGE-L-avgR,ROUGE-L-avgF
D1001,0.2734375,0.26276617459540075,0.26797548149467565,0.046052631578947366,0.04425549107005222,0.04513297498320349,0.14843749999999997,0.14274534898342778,0.14552421841161417
D1001,0.306930693069307,0.3104773574783949,0.30866832298824554,0.04625000000000001,0.046585502669493586,0.04641509343386266,0.15965346534653466,0.1613263513851385,0.16047267557735093
D1001,0.1556372549019608,0.15905455251407494,0.15731385919983504,0.0024752475247524753,0.00251313396645787,0.0024939051694114135,0.08823529411764705,0.09020767701770177,0.08920253055744512
D1001,0.29779411764705876,0.30424573983133607,0.30096164501795974,0.054455445544554455,0.05560410834316514,0.05502123191592621,0.1642156862745098,0.1677980821979257,0.1659756831621523
D1001,0.3525,0.35278487867169067,0.35261790052151787,0.07954545454545456,0.07957079327696465,0.07955496598502632,0.155,0.15504571413023654,0.1550113363045735
D1001,0.355,0.35529439800597706,0.3551202457761484,0.09343434343434343,0.09348758519783237,0.09345719772769953,0.19374999999999998,0.193777238937129,0.1937504641015702
D1001,0.30625,0.30669153496231977,0.30644451276845674,0.06944444444444445,0.06943112369776183,0.06943472710668856,0.16999999999999998,0.1702198749286693,0.1700954648537864
D1001,0.3569587628865979,0.34646109923492346,0.3516064156590204,0.07161458333333331,0.06943189673424915,0.07050305250013723,0.15850515463917525,0.15373406825976715,0.15607125119144
D1001,0.32183908045977005,0.2803423963719901,0.2996362417168865,0.06686046511627908,0.05786328606007754,0.062034379940532035,0.1810344827586207,0.15767256229299403,0.16853511713054875
D1001,0.2625,0.26263489860015415,0.2625460441964171,0.05555555555555555,0.05544283684544609,0.055495473890341165,0.15999999999999998,0.1600644678438432,0.16001913316927688
D1001,0.3081683168316831,0.31165747732861526,0.30987622194982545,0.049999999999999996,0.05050257523067022,0.050247461314737986,0.1311881188118812,0.13264325329591783,0.1319008563861626
D1001,0.22451456310679607,0.23133194385615033,0.22785504762113729,0.04044117647058823,0.04152237135636228,0.0409726124637341,0.1152912621359223,0.11896529726502061,0.11708954160067958
D1001,0.29289215686274506,0.2991443942188336,0.29596182056434667,0.04826732673267327,0.04924336485743096,0.048747050593066193,0.1556372549019608,0.1589905856394463,0.15728288046543837
D1001,0.2660891089108911,0.2692982441626516,0.26765964458155,0.035,0.0353618978976308,0.03517792359144643,0.13242574257425743,0.13394459390792018,0.13316970810914353
D1001,0.30392156862745096,0.31007356709935696,0.30694529899237394,0.0594059405940594,0.0605138164192359,0.05995237409350065,0.15318627450980393,0.15631913834765832,0.15472585317476376
D1001,0.32499999999999996,0.3412854741356488,0.33291966371198406,0.05889423076923077,0.061729845916922516,0.06027531850882549,0.175,0.18381743872916703,0.17928689554487143
D1001,0.3052884615384615,0.31759780573645596,0.3112973580672358,0.040048543689320384,0.04149421064555435,0.040757254043823875,0.14783653846153846,0.1538227876096433,0.15075846897097006
D1001,0.3539473684210526,0.33680824240512286,0.3451374074156811,0.07845744680851065,0.07449818625793837,0.07642245535528815,0.18289473684210528,0.1740390123571181,0.17834382007337032
D1001,0.1556372549019608,0.15905455251407494,0.15731385919983504,0.0024752475247524753,0.00251313396645787,0.0024939051694114135,0.08823529411764705,0.09020767701770177,0.08920253055744512
D1001,0.1945754716981132,0.20666709685674448,0.2004228606337584,0.02261904761904762,0.024007229536057793,0.023291358983597688,0.10377358490566037,0.11004642100239435,0.10680970206437779
D1001,0.31056701030927836,0.3017746342648971,0.30608239877831356,0.05338541666666667,0.05186596922313069,0.05261246761597043,0.17654639175257733,0.1715762486175088,0.1740128618030288
D1001,0.07600000000000001,0.09493843318155343,0.08441439883351763,0.0,0.0,0.0,0.048999999999999995,0.061419662186806924,0.05450711486519559
D1001,0.33,0.3301502815722749,0.3300498724960547,0.05808080808080808,0.057926182655859575,0.05800070570506066,0.15125,0.15123198992693387,0.1512297928432248
D1001,0.31553398058252424,0.3250850939873399,0.3202141262658607,0.04534313725490196,0.04661178591006254,0.04596645513158297,0.145631067961165,0.14995906575951712,0.14775183103993372
D1001,0.3170103092783505,0.3074348280416277,0.3121274859407287,0.06640625,0.06424980508254907,0.06530806570606441,0.17396907216494845,0.16885958816469882,0.17136422908203247
D1001,0.2876344086021505,0.2678976500591236,0.27739334018136896,0.06929347826086955,0.06456221024895187,0.06684036274333051,0.16397849462365588,0.15286055627621586,0.15821211855152684
