topicID,ROUGE-1-avgP,ROUGE-1-avgR,ROUGE-1-avgF,ROUGE-2-avgP,ROUGE-2-avgR,ROUGE-2-avgF,ROUGE-L-avgP,ROUGE-L-avgR,ROUGE-L-avgF
D1001,0.3199404761904762,0.26893516097933323,0.2922057661379219,0.04518072289156626,0.037746868806107246,0.04112846471677456,0.15625,0.13140513683721314,0.1427430747373037
D1002,0.293010752688172,0.282133544182174,0.2873305305780784,0.04755434782608696,0.04615434018179872,0.04681794332514736,0.16935483870967746,0.1635100467405435,0.16630135467155194
D1003,0.30208333333333337,0.29715401427650323,0.29940581453614457,0.05789473684210526,0.057290554636355365,0.05754939574903933,0.16276041666666666,0.16014150930853624,0.16133562449899833
D1004,0.2916666666666667,0.24354200568620768,0.26532613488226076,0.05421686746987951,0.045388747829677376,0.049391150983412575,0.15625,0.13040141878489728,0.1421002221299878
D1005,0.3202479338842975,0.3772003714114508,0.34629702791949457,0.06458333333333334,0.07629876644595907,0.06993068995505575,0.15599173553719006,0.18371222155878855,0.16866961760395544
D1006,0.2774621212121212,0.3623909497909712,0.31422795987972163,0.041030534351145044,0.05360242096147795,0.04647308138049464,0.13162878787878787,0.17184144172639768,0.14904331820628472
D1007,0.3110687022900763,0.41536934788971214,0.35570251190058316,0.06923076923076923,0.09274604769890987,0.07927543424295373,0.15076335877862596,0.20150580541367308,0.1724661483929971
D1008,0.2776442307692307,0.2807059834588457,0.27910210177462735,0.06674757281553396,0.06772631000148208,0.067215828477626,0.15504807692307696,0.15699818149696054,0.1559799303110065
D1009,0.23885350318471335,0.38737863322114713,0.29518257701592865,0.06009615384615385,0.09857458522870072,0.0745843607323801,0.14171974522292993,0.2295392085856806,0.1750592699797838
D1010,0.25609756097560976,0.32456645921607946,0.28604811984780903,0.05532786885245902,0.07120690131257659,0.06221589684412709,0.14024390243902438,0.17814834828898327,0.15681120113818228
D1011,0.2140625,0.16959874053981908,0.18921108712280765,0.03164556962025317,0.02517545494492235,0.02803531364301781,0.1265625,0.1002225345215163,0.11183575563150522
D1012,0.2791353383458646,0.37185904451000856,0.31884976950967503,0.06628787878787878,0.08872205707669553,0.07586965611973445,0.13909774436090225,0.18572939424633983,0.1590449082598452
D1013,0.2545454545454545,0.14093268863694516,0.18138910420273782,0.0,0.0,0.0,0.15,0.0831006289305717,0.10693257323799135
D1014,0.26436781609195403,0.23563459620861793,0.24891159384888908,0.031976744186046506,0.028276833923000295,0.029996382435943755,0.16379310344827586,0.1471815935845285,0.15482434985206697
D1015,0.2920081967213115,0.36743761140819964,0.32515524219918596,0.06818181818181818,0.08792058909019733,0.07673655160057256,0.15881147540983606,0.20070918121223888,0.17717250089132758
D1016,0.2980769230769231,0.46253300477738435,0.36235926109148175,0.07419354838709677,0.11461059909959644,0.09002784594678438,0.14182692307692307,0.21985263498416124,0.17233518132508127
D1017,0.1590909090909091,0.053009821402536676,0.07950615800384703,0.0,0.0,0.0,0.10984848484848485,0.0367465792295342,0.055058977065690747
D1018,0.24204545454545448,0.2635163391394759,0.2522698382222495,0.06536697247706422,0.07143164586651721,0.06824860698491084,0.13636363636363638,0.14848937987068,0.14213679187337563
D1019,0.3138020833333333,0.30466881362736176,0.309111153214161,0.05263157894736843,0.05128459143925616,0.0519386612476775,0.15625,0.15153599518117056,0.15382877586534452
D1020,0.2723684210526316,0.25940865378766825,0.26565207275765984,0.022606382978723402,0.02127312270079585,0.02191353016368351,0.14342105263157892,0.1368968813910246,0.1400429241668624
D1021,0.23035714285714287,0.15741486903215207,0.18701633628310285,0.03260869565217391,0.022243703739305967,0.02644600085802864,0.13035714285714284,0.08922619980970302,0.10593463242441843
D1022,0.3377659574468085,0.4740334164777027,0.39426697773289365,0.06785714285714285,0.09694311438340097,0.07978601402755327,0.1702127659574468,0.23924733526560632,0.1988031447625193
D1023,0.15310077519379847,0.21608572609427565,0.17832971686975926,0.009765625,0.013240439249195731,0.01120542470743063,0.08430232558139535,0.1196157760869741,0.09838813491634166
D1024,0.35096153846153844,0.17585631226674067,0.2342304820945413,0.0661764705882353,0.032935081456317315,0.04396652670708967,0.2403846153846154,0.12064223361588496,0.16060122393849038
D1025,0.31299999999999994,0.3875851969431406,0.3462978663935088,0.08568548387096774,0.10587962617685745,0.0947119157526752,0.16699999999999998,0.20678164687140058,0.18476019229579818
D1026,0.19109195402298854,0.1817945136081304,0.18511351574275756,0.00436046511627907,0.004697712418300653,0.004494344196067869,0.09913793103448276,0.09449881934794438,0.0961322871380475
